"Mon: Jan 29","Noc Noc Void w/Andre, Jeno","house, techno","Noc Noc (San Francisco)","6pm-11:59pm","","21+","Jeno Void","https://www.facebook.com/events/1792645797708133/","","43129.75"
"Mon: Jan 29","Passion Pit","synthpop, indie dance","Fox Theater - Oakland","8pm","$40","18+","","https://www.facebook.com/events/2074573246107277/","","43129.8333333333"
"Mon: Jan 29","Good4u Ft Teh Raptor (Concert Raptors)","house, techno, disco","Madrone Art Bar (San Francisco)","9pm-2am","Free","21+","Brouhaha","http://www.residentadvisor.net/events/1060085","","43129.875"
"Mon: Jan 29","Runthelengthofyourwildness w/ Very Much Romance","house, techno, leftfield","Underground (San Francisco)","9pm-2am","Free","21+","Run The Length Of Your Wildness","https://www.facebook.com/events/214391875793407/","","43129.875"
"Mon: Jan 29","Monday Night Edutainment Feat. Jah Yzer","dancehall, hip-hop, trap, reggae","Hopmonk Tavern - Sebastopol","10pm","$10","21+","The WBLK Dancehall Massive","http://ticketf.ly/2yRMoME","https://www.facebook.com/events/744282235771913/","43129.9166666667"
"Tue: Jan 30","Taco Tuesday","house, disco","Monarch (San Francisco)","5:30pm-8:30pm","Free","21+","Dizkoalition","https://www.facebook.com/events/1985634865035412/","","43130.7291666667"
"Tue: Jan 30","Buckner, Hoagie, Peter Clarke","house","Wish (San Francisco)","8pm-2am","Free","21+","","http://www.residentadvisor.net/events/1063609","","43130.8333333333"
"Tue: Jan 30","Rhythm Ritual 2 Year w/ Soul Shadow, Eddie House, Arturo Garces","house","The Continental Bar Lounge & Patio (San Jose)","9pm-1:30am","Free","21+","Rhythm Ritual","https://www.facebook.com/events/765043630350880/","","43130.875"
"Tue: Jan 30","Good4u w/ Teh Raptor","house, techno, disco ","Madrone Art Bar (San Francisco)","9pm-2am","Free","21+","Good4u","https://www.facebook.com/events/173907553370934/","","43130.875"
"Tue: Jan 30","Deep Dark Dangerous: Khiva, Pushloop, Saule","house, bass music","Monarch (San Francisco)","10pm-2am","$10-13","21+","Deep, Dark & Dangerous, Soundpieces","http://www.ticketfly.com/event/1624609","https://www.facebook.com/events/953044924854871/","43130.9166666667"
"Wed: Jan 31","Reverse - w/ TiNiN / Nova / Microbeat","house","Halcyon (San Francisco)","6pm-11pm","Free w/RSVP","21+","","http://www.residentadvisor.net/events/1052725","","43131.75"
"Wed: Jan 31","Peking Duk (Live)","electro house, indie dance","The Independent (San Francisco)","8:30pm","$15 pre/$18","21+","North America Tour","http://ticketf.ly/2z4ZMwX","https://www.facebook.com/events/557156951298390/","43131.8541666667"
"Wed: Jan 31","Touch Bass Ft. Griffin Saeger, Harmand Von Golddd","bass house, drum and bass, bass music","Back Bar SoFa (San Jose)","9pm-1am","","21+","In Dub We Step, Touch Bass - San Jose, Dj Smokie","https://www.facebook.com/events/2040484879569336/","","43131.875"
"Wed: Jan 31","Housepitality: TK Disko, Charlotte The Baroness, Mike Bee","funky house, deep house, tech house","F8 1192 Folsom (San Francisco)","9pm-2am","Free b4 10pm w/RSVP / $5 pre / $10","21+","Housepitality","https://www.facebook.com/events/2007888956160582/","","43131.875"
"Wed: Jan 31","Kosmetik w/ Run The Length Of Your Wildness","house, techno, leftfield","The Stud (San Francisco)","9pm-2am","Free before 10pm, $5 after","21+","Kosmetik","https://www.facebook.com/events/832470163628075/","","43131.875"
"Wed: Jan 31","Wormhole Wednesday: Mat The Alien, Thelem, Mr Jennings","dubstep, trap, glitch-hop, jungle, hip-hop, psydub, breakbeat, bass music","The New Parish (Oakland)","9pm-2am","Free b4 10pm w/RSVP / $5 pre/$10","21+","Wormhole","https://www.facebook.com/events/1784296761580355/","","43131.875"
"Wed: Jan 31","Amplify Ft. Crystalize, Wy-Fy, Hellcat & Kahteeyah","pop Edm, trap, dubstep, hardstyle, drum and bass","Amplify SF (San Francisco)","9:30pm-2am","$10","18+","Wy-Fy, Hellcat, Amplify SF, Crystalize Music","https://www.eventbrite.com/e/amplify-ft-crystalize-wy-fy-hellcat-kahteeyah-edm-18-tickets-41885885812","https://www.facebook.com/events/175123646422054/","43131.8958333333"
"Thu: Feb 1","Gratitude For Graciela - Happy Hour + Fundraiser: Dor, Taraval, Jackie House, DJ CZ, Trevor Sigler, Joey Larko","funky house, tech house, deep house, techno, breaks","Grand Theater / Gray Area","6pm-11pm","","","Honey Cowley","https://www.facebook.com/events/1591647994253492/","","43132.75"
"Thu: Feb 1","Rich Medina: Reclaiming Pedagogy","hip-hop, funk","The Bodega at Duenda (Oakland)","7:30pm-10pm","$10","","Matatu Festival","http://matatu.eventbrite.com/","https://www.facebook.com/events/1768176573485968/","43132.8125"
"Thu: Feb 1","Shakin' Not Stirred Thursdays: Tokita w/No Way Jose","house","Cardiff & Cocktails (Campbell)","9pm","","21+","Shakin' Not Stirred","https://www.facebook.com/events/228327334377453/","","43132.875"
"Thu: Feb 1","The Changing Same 2018","hip-hop, future beats","The Continental Bar Lounge & Patio (San Jose)","9pm","","21+","The Changing Same, Universal Grammar","https://www.facebook.com/events/510340702698962/","","43132.875"
"Thu: Feb 1","Bukkha","dubstep","F8 1192 Folsom (San Francisco)","9pm-2am","","21+","Seize Bass, Bay Sine Recordings","https://www.facebook.com/events/152490648736563/","","43132.875"
"Thu: Feb 1","Keinemusik Showcase w &Me / Rampa / Adam Port","tech house","The Great Northern (San Francisco)","9:30pm","$10-20","21+","Alter Ego","http://ticketf.ly/2Cfv1vT","https://www.facebook.com/events/303899523452873/","43132.8958333333"
"Thu: Feb 1","Intersection Returns w/Nihar Bhatt, Russell E.L. Butler","techno, house","The STUD (San Francisco)","10pm","","21+","Intersection","https://www.facebook.com/events/184437132139655/","","43132.9166666667"
"Thu: Feb 1","DJ Midnight","future bass, pop EDM","Temple Nightclub (San Francisco)","10pm-2am","","21+","Temple SF","https://www.facebook.com/events/148866585773803/","","43132.9166666667"
"Fri: Feb 2","Saeed Younan, Bardia F, Dean Samaras","house","The Endup (San Francisco)","2am-8am","","21+","Sense SF & The Show","https://www.facebook.com/events/176380283121826/","","43133.0833333333"
"Fri: Feb 2","Daybreaker SF // Dusk: The Chapel Of Love w/Scumfrog","house, yoga","Grace Cathedral (San Francisco)","6:30pm-9:30pm","","$20+","Daybreaker","https://www.daybreaker.com/city/sf/?utm_source=fb&utm_campaign=sf_2018-02-02_chapel-love&utm_medium=event&utm_content=tickets-main","https://www.facebook.com/events/142669173073600/","43133.7708333333"
"Fri: Feb 2","Hippie Sabotage","trap, bass music","The Warfield (San Francisco)","8pm-11:30pm","$25-35","18+","Goldenvoice","http://axs.com/events/345432/hippie-sabotage-tickets","https://www.facebook.com/events/289002831594317/","43133.8333333333"
"Fri: Feb 2","Byron Westbrook / Zachary James Watkins / Paul Clipson","experimental","5428 San Pablo Ave, Oakland","8pm-11pm","$10","","","http://www.residentadvisor.net/events/1061771","","43133.8333333333"
"Fri: Feb 2","Grand Opening Weekend Feat. DJs Z-Trip and Qbert","hip-hop, turntablism","Emporium SF - Arcade Bar Venue","8pm-3am","$20","21+","","https://www.facebook.com/events/176677212932626/","","43133.8333333333"
"Fri: Feb 2","Shiro Schwarz, Chale Brown","synthpop, indie dance","The Continental Bar Lounge & Patio (San Jose)","9pm-1:30am","","21+","Universal Grammar","https://www.facebook.com/events/2106465152920473/","","43133.875"
"Fri: Feb 2","Mark Farina, Depesa b2b DJ Bobby","deep house","Haven Underground (Nevada City)","9pm-1:45am","$20-25","","Haven Underground, Fresh Bakin', Euphonic Conceptions","https://www.eventbrite.com/e/mark-farina-three-hour-set-at-haven-underground-tickets-41159498167?aff=efbeventtix","https://www.facebook.com/events/1824368934248787/","43133.875"
"Fri: Feb 2","D.A.N.C.E. 2000's Electro Party w/ Them Jeans, Aaron Axelsen","electro house, indie dance, synthpop","Rickshaw Stop (San Francisco)","9pm-2am","$14.90 pre","18+","L'affaire Musicale, Orlove Entertainment, Popscene","https://www.facebook.com/events/334261680389850/","","43133.875"
"Fri: Feb 2","Goldfest 2018: Goldfish, 219 Boys, Motion Potion, ALASTAIR, STARFARI, Aabo, & Metalique","funk, hip-hop, house","1015 Folsom (San Francisco)","9pm-2am","$15-20","21+","Hushconcerts, DJ Dials","https://www.eventbrite.com/e/goldfest-2018-goldfish-flamingosis-at-1015-folsom-tickets-39859210973?aff=fbe","https://www.facebook.com/events/300481903692058/","43133.875"
"Fri: Feb 2","Modular Feat. HVOB Live, Stimming Live","tech house, techno, synthpop","Mezzanine (San Francisco)","9pm-2am","$15-20","21+","Modular","https://www.eventbrite.com/e/hot-chip-the-directors-cut-dj-set-at-mezzanine-tickets-36216019088","https://www.facebook.com/events/1411187258998230/","43133.875"
"Fri: Feb 2","Re:Fresh Fridays w/ Morillo, Rorschack, Yohm b2b Rhythmstar","bass music, trap, dubstep","Haven Underground (Nevada City)","9pm-2am","$11-16.50","","Euphonic Conceptions","https://www.theticketfairy.com/event/morillo-19jan2018/","https://www.facebook.com/events/982206878587413/","43133.875"
"Fri: Feb 2","Vague Terrain 10 w/ Neud Photo (Live), YNV, Elexos Park, DJ CZ","electro, EBM, industrial, techno","Underground (San Francisco)","9pm-2am","$5 before 11 p.m/$10 ","21+","Vague Terrain","https://www.facebook.com/events/102811297194530/","","43133.875"
"Fri: Feb 2","Wastrel - First Friday w/ 88mph and T4oh","hip-hop, electro house, trap","Bar Fluxus (San Francisco)","9pm-2am","$5","21+","Wastrel Society","http://www.residentadvisor.net/events/1063013","","43133.875"
"Fri: Feb 2","Dilla Day 2018 (SF) w/ Rich Medina, Shortkut + Guests","hip-hop","The Great Northern (San Francisco)","9pm-3am","Free w/RSVP b4 11pm/$10","21+","15Utah","https://www.facebook.com/events/128564764600525/","","43133.875"
"Fri: Feb 2","Destructo, Habstrakt, Gerry Gonza","hip-hop, trap, dubstep, house","Audio San Francisco","9:30pm-2:30am","$20-30","21+","Audio San Francisco","https://www.eventbrite.com/e/lets-be-friends-tour-w-destructo-habstrakt-gerry-gonza-tickets-40855843929?id=","https://www.facebook.com/events/315888482151106/","43133.8958333333"
"Fri: Feb 2","Luca Bacchetti, Eduardo Castillo & Mark Slee","tech house, techno","Public Works (San Francisco)","9:30pm-3:30am","$15-20","21+","Public Work","http://www.ticketfly.com/purchase/event/1624065?utm_medium=946393","https://www.facebook.com/events/1785234628174108/","43133.8958333333"
"Fri: Feb 2","Inquiry Feat. Rinzen","tech house","Monarch (San Francisco)","9:30pm-3am","$10-20","21+","Inquiry","https://www.residentadvisor.net/events/1054500%23tickets","https://www.facebook.com/events/137581490259115/","43133.8958333333"
"Fri: Feb 2","Riddim Hours Ft. Al Ross & Haunta","","The New Parish (Oakland)","10pm","$11.25","21+","The New Parish","http://www.ticketweb.com/fb/8001845/newparish","https://www.facebook.com/events/142446726458299/","43133.9166666667"
"Fri: Feb 2","Cosmic Gate","trance, progressive house","Pure Night Club (Sunnyvale)","10pm-2am","$15-30","21+","Pure Night Club","http://purenightclub408.com/event/cosmic-gate-02-02-18/","https://www.facebook.com/events/155166308539252/","43133.9166666667"
"Fri: Feb 2","Higher Love - Aphrodite, Grasshoppa, Robin Weber, Ruko, Deadboldt, Professor Funk","drum and bass, jungle","915 H St, Arcata","10pm-2am","$5","","Bass Harvest Productions","https://www.facebook.com/events/1977084525841872/","","43133.9166666667"
"Fri: Feb 2","House Music: In The Groove Fridays w/Austin Whitaker","house","Wish (San Francisco)","10pm-2am","Free","21+","In The Groove","http://www.residentadvisor.net/events/1063672","","43133.9166666667"
"Fri: Feb 2","Ikon","trap, hip-hop, pop EDM","Temple Nightclub (San Francisco)","10pm-2am","Free b4 midnight/$20","21+","Temple SF","https://www.facebook.com/events/328046504361360/","","43133.9166666667"
"Fri: Feb 2","Flamingosis","funk, hip-hop, downtempo","1015 Folsom (San Francisco)","10pm-3am","$15","21+","1015 Folsom","https://www.eventbrite.com/e/flamingosis-at-1015-folsom-tickets-39859210973","","43133.9166666667"
"Fri: Feb 2","Riddim Hours Ft. Al Ross & Haunta","riddim, dubstep","The New Parish (Oakland)","10pm-3am","$20","21+","Olympus Events","https: //www.eventbrite.com/e/</span><wbr /><span class=word_break></span><span>riddim-hours-ft-al-ross-hau</span><wbr /><span class=word_break></span>nta-tickets-41840338579</span><span class=text_exposed_hide> <span class=text_exposed_link><a class=see_more_link onclick=var func = function(e) &#123","https://www.facebook.com/events/1081348008671353/","43133.9166666667"
"Fri: Feb 2","Matt Tolfrey w/Joill","deep house, tech house, techno","Halcyon (San Francisco)","10pm-4am","$5-20","21+","Halcyon SF","http://ticketf.ly/2B6Rcit","https://www.facebook.com/events/2031418110206695/","43133.9166666667"
"Fri: Feb 2","Sandra Collins","house","TBA (San Francisco)","11:30pm-6am","$10-15","21+","Set SF","https://www.eventbrite.com/e/sandra-collins-at-private-tba-tickets-41453097330","","43133.9791666667"
"Sat: Feb 3","Elements Of House After Hours w/ Tokita & Cris Herrera, CJ Larsen, Brian Salazar","deep house","The Endup (San Francisco)","2am-6am","$10+","21+","Brian Salazar, Cris Herrera, Jason Tokita, C.J. Larsen","https://www.facebook.com/events/174422603165595/","","43134.0833333333"
"Sat: Feb 3","Keep Going!","house","The Cosmo Bar & Lounge (San Francisco)","6am-10:30am","","21+","We Love Us","https://www.facebook.com/events/1893898040850545/","","43134.25"
"Sat: Feb 3","Flamingosis","funk, hip-hop, downtempo","The Catalyst Club Atrium (Santa Cruz)","8:30am-12am","$15 pre/$17","16+","The Catalyst Club","https://www.catalystclub.com/event/1593662-flamingosis-santa-cruz/","https://www.facebook.com/events/383634995400560/","43134.3541666667"
"Sat: Feb 3","No Parking On The Dance Floor","house, breaks","The Golden Bear (Sacramento)","5pm-9pm","Free","","Andrew Mortimer","https://www.facebook.com/events/159572631336228/","","43134.7083333333"
"Sat: Feb 3","Discipline - Morah, Vereker, Kerri Lebon","techno, tech house, deep house","RS94109 (San Francisco)","6pm-12am","$10","All ages","Discipline","https://www.facebook.com/events/592038581127628/","","43134.75"
"Sat: Feb 3","Matoma: One In A Million Tour w/MAX, Youngr","big room house, hip-hop","The Warfield (San Francisco)","9pm-11:30pm","$27-40","18+","Goldenvoice","http://axs.com/events/344353/matoma-one-in-a-million-tour-tickets","https://www.facebook.com/events/131042090934065/","43134.875"
"Sat: Feb 3","Blank Cassette SF Ft Starfari, Shambles","leftfield, hip-hop, house, future bass","111 Minna Gallery (San Francisco)","9pm-2am","$15","21+","Escape The Routine","http://bit.ly/etrbcv3","https://www.facebook.com/events/266624803872373/","43134.875"
"Sat: Feb 3","Hard French Winter Ball w/Thelma Houston, Bus Station John, Brown Amy & Carnita","disco, funk, R&B","Grand Theater / Gray Area","9pm-2am","$100+","21+","Hard French","https://www.eventbrite.com/e/hard-french-winter-ball-with-disco-legend-thelma-houston-tickets-41020427202?aff=efbeventtix","https://www.facebook.com/events/1883658448315042/","43134.875"
"Sat: Feb 3","Bootie SF: Mardi Gras Mashquerade","mashups","DNA Lounge (San Francisco)","9pm-3:30am","$10 b4 10pm/$15 pre/$20","21+","Bootie SF","http://dnalounge.com/calendar/2018/02-03.html","https://www.facebook.com/events/1550337615003109/","43134.875"
"Sat: Feb 3","14 Shades Of Pink - Pink Mammoth's 14 Year Anniversary w/DJ T., Brett Johnson, Lonely Boy (live), Gravity, Jonathan Will, Tobin Ellsworth, Zach Walker, Moe Moe, Alec DeReitzes, Matt Trujillo, Derek Hena","deep house, funky house, jackin house, bass house","Public Works (San Francisco)","9pm-4am","$14-18","21+","Pink Mammoth","https://www.residentadvisor.net/events/1060545","https://www.facebook.com/events/405159996571072/","43134.875"
"Sat: Feb 3","Kraak & Smaak (DJ Set) ","disco, house, funk","Monarch (San Francisco)","9:30pm","$8-15","21+","","http://ticketf.ly/2CHvVBF","https://www.facebook.com/events/166578310767820/","43134.8958333333"
"Sat: Feb 3","Death Guild Saturday","industrial, goth, EBM","The Uptown (Oakland)","9:30pm-2am","","21+","Death Guild","https://www.facebook.com/events/2021889428091120/","","43134.8958333333"
"Sat: Feb 3","Satin Jackets","house, nu-disco","Audio San Francisco","9:30pm-2am","$10","21+","Audio San Francisco","https://audiosf.com/event/satin-jackets-02-03/","https://www.facebook.com/events/360968034328544/","43134.8958333333"
"Sat: Feb 3","The Harder, Better, Faster, Stronger Lovefest","indie dance, electro house","Slate Bar (San Francisco)","9:30pm-2am","$5","21+","Harder, Better, Faster, Stronger","https://www.facebook.com/events/153842538673350/","","43134.8958333333"
"Sat: Feb 3","SO Tough! 001 AllHammersNoBammer w/Indy Nyles, One A, Loud Lips","techno, tech house","Underground (San Francisco)","10pm","","21+","SRSLY","https://www.facebook.com/events/152081092112153/","","43134.9166666667"
"Sat: Feb 3","Curation On Wheels: Smile High Club, Thunderstone Radio, Burn Cartel","future bass, trap","The Layover (Oakland)","10pm-2am","$30-40","","Burn Cartel","https://www.eventbrite.com/e/curation-on-wheels-tickets-42426450656","https://www.facebook.com/events/1692781230783308/","43134.9166666667"
"Sat: Feb 3","Rich Medina Presents Home","house, garage, hip-hop, funk","Starline Social Club (Oakland)","10pm-2am","$10 pre","21+","15Utah, Rich Medina","https://www.facebook.com/events/366909903720775/","","43134.9166666667"
"Sat: Feb 3","Lee Foss + Anabel Englund","deep house","The Great Northern (San Francisco)","10pm-4am","$10-30","21+","Set SF","https://www.eventbrite.com/e/set-with-lee-foss-anabel-englund-at-the-great-northern-tickets-41453165534","","43134.9166666667"
"Sat: Feb 3","Sante b2b Sidney Charles","tech house, deep house","Halcyon (San Francisco)","10pm-4am","$5 b4 11/$10-20","21+","","http://ticketf.ly/2AOtvv9","https://www.facebook.com/events/1941922006125365/","43134.9166666667"
"Sat: Feb 3","Vibes R Us: BC Rydah, Bastiengoat, M27, Tony Manfre, Victor Vankmen, Kenai B2B DJ Krystalize","house, techno, hardcore, jungle","TBA (Bay Area)","10:30pm","","","BellyFeel, NiceOnes","https://www.facebook.com/events/373720663099834/","","43134.9375"
"Sun: Feb 4","FNF Smoker Fundraiser Party","various","TBA (Northern California)","12pm-7:30pm","fundraiser","","","https://www.facebook.com/events/1888831121445688/","","43135.5"
"Sun: Feb 4","Afternoon Delight - Feat Gay Marvine","disco, house","The New Parish (Oakland)","3pm-8pm","","21+","Afternoon Delight","https://www.facebook.com/events/551476485213620/","","43135.625"
"Sun: Feb 4","Resonant Frequencies","live electronic, ambient, IDM","Soundwave Studios (Oakland)","5pm-10pm","Free","All ages","Bill Wiatroski, The Grey Room, Resonant Frequencies","https://www.facebook.com/events/1376029749175940/","","43135.7083333333"
"Sun: Feb 4","Eduardo Castillo - Envelop Showcase","tech house, progressive house, deep house","Envelop At The Midway (San Francisco)","6:30pm","$40","21+","Envelop At The Midway","http://www.ticketfly.com/purchase/event/1629663?utm_medium=946393","","43135.7708333333"
"Sun: Feb 4","Stamina Sundays: Chimpo, Submorphics, Jamal, MC Tell","drum and bass, jungle","F8 1192 Folsom (San Francisco)","10pm-2am","Free","21+","Stamina DNB","https://www.facebook.com/events/1580687431999932/","","43135.9166666667"
"Tue: Feb 6","The Program Soundpieces Takeover w/ DJ Umami, DJ Solstice, Le Swndle, Vanilli Milli","bass music, trap, hip-hop, dubstep, club music","Monarch (San Francisco)","10pm-12am","$5 b4 1030","21+","Get With The Program, Soundpieces","https://www.facebook.com/events/1970418106610573/","","43137.9166666667"
"Wed: Feb 7","Pete Rock w/Bru Lei","hip-hop","Harlow's Restaurant And Nightclub (Sacramento)","8pm","$20 pre/$25","21+","Harlow's","http://ticketf.ly/2mTQUX6","https://www.facebook.com/events/1968298840090834/","43138.8333333333"
"Wed: Feb 7","Tnertle/Radio Veloso","electro, funk, hip-hop","Brick And Mortar Music Hall (San Francisco)","9pm","$9.25","18+","","http://www.ticketweb.com/fb/7969995/brickmortar","https://www.facebook.com/events/2013207008950114/","43138.875"
"Wed: Feb 7","A N A L O G / All Vinyl Party w/CUTSO, Brandon Roos, Chale Brown, Mark PLSTK","hip-hop","Cafe Stritch (San Jose)","9pm-1am","","21+","Universal Grammar","https://www.facebook.com/events/2027057497508246/","","43138.875"
"Wed: Feb 7","Nuu Shh Feat. Ruckazoid & Teeko w/ T3 Of Slum Village","hip-hop, trap, breaks, dubstep, Miami bass","Monarch (San Francisco)","9pm-1am","$10","21+","Ruckazoid, Teeko","https://www.ticketfly.com/purchase/event/1633415","https://www.facebook.com/events/1946427345574328/","43138.875"
"Wed: Feb 7","Touch Bass Ft. Eli S+sa & Resykle","house, drum and bass, bass music","Back Bar Sofa (San Jose)","9pm-1am","","21+","Touch Bass","https://www.facebook.com/events/1670980339625270/","","43138.875"
"Wed: Feb 7","Housepitality: Roam Recordings Release Party w/ JP Soul, Shiny Objects, and Galen","deep house, tech house","F8 1192 Folsom (San Francisco)","9pm-2am","Free b4 10pm w/RSVP / $5 pre / $10","21+","Housepitality","https://www.facebook.com/events/210546619510264/","","43138.875"
"Wed: Feb 7","Wormhole Wednesday: Deadcrow, Jon1st, DJedi, Dastardly","dubstep, trap, glitch-hop, jungle, hip-hop, psydub, breakbeat, bass music","The New Parish (Oakland)","9pm-2am","Free b4 10pm w/RSVP / $5 pre/$10","21+","Wormhole","https://www.facebook.com/events/1961813024084497/","","43138.875"
"Thu: Feb 8","Something Better w/ Sticky Nicky Shoes","house","Vinyl Dreams (San Francisco)","3pm-7pm","Free","All ages","Niklas Aka 'Sticky' Nicky Shoes","https://www.facebook.com/events/322986911532827/","","43139.625"
"Thu: Feb 8","Blank09 - Masha & Trevor Sigler","funky house, tech house, deep house, breaks","TBA (San Francisco)","8pm-12:30am","$5","21+","Blank","http://www.residentadvisor.net/events/1064255","","43139.8333333333"
"Thu: Feb 8","Brian Salazar w/ Just Joe","house","Cardiff & Cocktails (Campbell)","9pm","","21+","Shakin' Not Stirred","https://www.facebook.com/events/228327334377453/","","43139.875"
"Thu: Feb 8","Control SF: Grandtheft","trap, future bass, pop EDM, dubstep","DNA Lounge (San Francisco)","9pm","$20","18+","Control SF, Vital","http://www.ticketfly.com/purchase/event/1609869?utm_medium=946393","","43139.875"
"Thu: Feb 8","Ophelia, Hooded Leaders DJ Set","dreamgoth, downtempo","Brick & Mortar Music Hall (San Francisco)","9pm","$8-10","","Hooded Leaders, Brick & Mortar Music Hall, Ophelia","https://www.ticketweb.com/event/ophelia-hooded-leaders-dj-set-brick-and-mortar-music-hall-tickets/8027845?REFERRAL_ID=twfb","https://www.facebook.com/events/143478306364029/","43139.875"
"Thu: Feb 8","The Changing Same 2018","hip-hop, future beats","The Continental Bar Lounge & Patio (San Jose)","9pm","","21+","The Changing Same, Universal Grammar","https://www.facebook.com/events/510340699365629/","","43139.875"
"Thu: Feb 8","Southbass Poppadoses/Flingingtears/Headsoar/Junglebandit/Smokie","drum and bass, dubstep, trap, bass music","Back Bar Sofa (San Jose)","9pm-1:30am","Free","21+","South Bass","https://www.facebook.com/events/143050883044581/","","43139.875"
"Thu: Feb 8","Akira Live Re-Score By The Firmament","ambient, film score, experimental","Roxie Theater (San Francisco)","9:15pm-11:15pm","","","SF Indiefest","http://sfindie.com/sfindie2018/akira-live-re-score/","https://www.facebook.com/events/362759524188690/","43139.8854166667"
"Thu: Feb 8","Concrete Roots","hip-hop","The Legionnaire Saloon (Oakland)","9:30pm-1:30am","","","Hip Hop For Change","https://www.facebook.com/events/341738679642100/","","43139.8958333333"
"Thu: Feb 8","Shelter SF - Spikey Tee, Flaco, Ikon, Kinetik","drum and bass, jungle","Underground (San Francisco)","10pm-1:50am","Free","21+","Shelter SF","https://www.facebook.com/events/594087520983068/","","43139.9166666667"
"Thu: Feb 8","Andrew Rayel","progressive house, trance","1015 Folsom (San Francisco)","10pm-3am","$20-25","21+","1015 Folsom","http://Rayel1015-fbe.eventbrite.com/","https://www.facebook.com/events/164753670804696/","43139.9166666667"
"Fri: Feb 9","Hella HTID - The Official HTID USA Preparty","hardcore","DNA Lounge (San Francisco)","7pm-4am","TBA","All ages","Hardcore Junglists United, Northkore","https://www.facebook.com/events/1920660768258147/","","43140.7916666667"
"Fri: Feb 9","Satori's Annual Cure Spotlight w/DJ Bit, Davey Bones","goth, darkwave, synthwave","Club Satori (San Jose)","8pm-1:30am","","","Dj Bit, The Ritz, Club Satori","https://www.facebook.com/events/203064983576461/","","43140.8333333333"
"Fri: Feb 9","ARMNHMR - Dreams Charity Concert","pop house, big room, trap, hip-hop","Pauley Ballroom (Berkeley)","8pm-1am","$22.50-44.15","","We Dream Worlds","https://www.eventbrite.com/e/armnhmr-dreams-charity-concert-tickets-41089523872","","43140.8333333333"
"Fri: Feb 9","Dirtybird Quarterly: Justin Martin, Christian Martin, J.Phlip, Worthy","funky house, tech house, electro house","Mezzanine (San Francisco)","8pm-4am","$20","21+","Dirtybird","https://www.facebook.com/events/1516267595094657/","","43140.8333333333"
"Fri: Feb 9","Don Diablo, Lost Frequencies","big room house","The Regency Ballroom (San Francisco)","9pm","$30","18+","Goldenvoice-SF","http://axs.com/events/345621/don-diablo-tickets","https://www.facebook.com/events/421710711564863/","43140.875"
"Fri: Feb 9","Mako: Breathe Tour","big room, pop EDM","The Fillmore (San Francisco)","9pm","$25","","","https://concerts1.livenation.com/mako-breathe-tour-san-francisco-california-02-09-2018/event/1C005375E0465AD5","","43140.875"
"Fri: Feb 9","Stelouse","garage, hip-hop, trap, dubstep","Rickshaw Stop (San Francisco)","9pm-1:30am","$13 pre","18+","Popscene","https://www.eventbrite.com/e/stelouse-live-at-popscene-tickets-39888192658?aff=efbeventtix","https://www.facebook.com/events/704022543127172/","43140.875"
"Fri: Feb 9","Planet Booty, Balanced Breakfast Pre-Party w/DJ Reed Cameron Fox","electro-funk","Pianofight (San Francisco)","9pm-11:59pm","$15","","Balanced Breakfast, Planet Booty, Pianofight","https://www.facebook.com/events/210203119550358/","","43140.875"
"Fri: Feb 9","Sneaker (Dresden) & Lily Ackerman","deep house, new wave, italo disco","RS94109 (San Francisco)","9pm-12am","$10","All ages","RS94109","https://www.facebook.com/events/395907220858817/","","43140.875"
"Fri: Feb 9","Dibia$E, Dailon, Seneca B, Nefarious!","dubstep, bass music, trap","BRIX 581 (Oakland)","9pm-2am","$5-10","21+","Beat Culture, Seneca B, Aye, Yu, Jan $Wift, Today's Future Sound, The Soul Dojo, Dailon, Nefarious!","https://www.eventbrite.com/e/dibiae-dailon-seneca-b-nefarious-at-beat-culture-tickets-41683465367?aff=efbeventtix","https://www.facebook.com/events/155440078442874/","43140.875"
"Fri: Feb 9","Simian Mobile Disco (DJ Set), Matthew Dear (DJ Set) & Baikal","techno, tech house","The Public Works (San Francisco)","9pm-3:30am","$17-30","21+","Blasthaus","http://ticketf.ly/2AS7FGV","https://www.facebook.com/events/299140380609444/","43140.875"
"Fri: Feb 9","Chris Lake","tech house, progressive house, electro house","Audio (San Francisco)","9:30pm-2am","$12-18.50","21+","Audio San Francisco","https://www.eventbrite.com/e/chris-lake-tickets-41022276734","","43140.8958333333"
"Fri: Feb 9","As You Like It w/ Tijana T & Eris Drew","house, techno","Monarch (San Francisco)","9:30pm-4am","$10-15","21+","As You Like It","https://www.residentadvisor.net/events/1054028","https://www.facebook.com/events/145030822868820/","43140.8958333333"
"Fri: Feb 9","DVBBS","big room house","Pure Night Club (Sunnyvale)","10pm-2am","$15-25","21+","Pure Night Club","http://purenightclub408.com/event/dvbbs-02-09-18/","https://www.facebook.com/events/186441188607017/","43140.9166666667"
"Fri: Feb 9","Cosmic Ranch Friend Love Fest Feat. Birds Of Rhythm & Dpeshmo","techno","F8 1192 Folsom (San Francisco)","10pm-3am","$10","21+","Tooth, Big.B.Ang Music, The Cosmic Ranch","https://www.facebook.com/events/1985868991668310/","","43140.9166666667"
